,year,category,breakout_id,resp039_sample,resp039_value,resp040_sample,resp040_value,resp041_sample,resp041_value,resp042_sample,resp042_value,resp056_sample,resp056_value,resp057_sample,resp057_value,resp058_sample,resp058_value,resp059_sample,resp059_value,resp060_sample,resp060_value,resp061_sample,resp061_value,resp062_sample,resp062_value,resp063_sample,resp063_value,resp064_sample,resp064_value,resp065_sample,resp065_value,resp066_sample,resp066_value,resp067_sample,resp067_value,DECIDE_yes_sample,DECIDE_yes_value,DECIDE_no_sample,DECIDE_no_value,resp222_sample,resp222_value,resp223_sample,resp223_value,resp224_sample,resp224_value,fruit_resp077_sample,fruit_resp077_value,fruit_resp078_sample,fruit_resp078_value,veg_resp077_sample,veg_resp077_value,veg_resp078_sample,veg_resp078_value,PAINDX2_yes_sample,PAINDX2_yes_value,PAINDX2_no_sample,PAINDX2_no_value,PASTAE2_yes_sample,PASTAE2_yes_value,PASTAE2_no_sample,PASTAE2_no_value,PASTRNG_yes_sample,PASTRNG_yes_value,PASTRNG_no_sample,PASTRNG_no_value,TOTINDA_yes_sample,TOTINDA_yes_value,TOTINDA_no_sample,TOTINDA_no_value
10,2015,Race/Ethnicity,RACE03,2314,36.41724137931034,2154,34.42903225806452,1561,31.36785714285714,100,,877,17.338461538461537,1489,26.21153846153846,2335,34.525,1230,18.55625,700,9.733333333333333,4701,71.5638888888889,1930,29.689285714285713,4572,69.29722222222222,784,14.753333333333334,551,10.277777777777779,534,8.833333333333334,83,,1065,20.62272727272727,5321,80.28333333333333,,,,,,,3220.0,55.95294117647059,2570.0,44.7625,4025.0,73.91875,1637.0,28.44545454545454,2753.0,49.648387096774194,2875.0,50.93333333333333,1059.0,24.414285714285715,4485.0,79.265625,1621.0,32.357142857142854,4166.0,69.36176470588236,4065,69.68,1850,31.392592592592592
11,2015,Race/Ethnicity,RACE04,978,10.569230769230769,3005,33.3125,4578,51.984848484848484,333,4.971428571428571,2045,23.796774193548387,3272,33.766666666666666,3539,34.858823529411765,787,7.944444444444445,221,3.5666666666666664,8856,91.30857142857144,1008,9.954545454545455,6874,65.15714285714286,1390,17.846153846153847,773,9.033333333333333,525,7.1000000000000005,186,2.7,423,5.08,8940,95.34285714285714,,,,,,,5398.0,61.306060606060605,3188.0,38.693939393939395,6790.0,80.575,1584.0,20.430434782608696,4303.0,49.315625,3993.0,50.684375,1691.0,22.64,6507.0,79.203125,2671.0,34.46451612903226,5786.0,65.96875,6760,78.94545454545454,1850,23.34166666666667
12,2015,Race/Ethnicity,RACE05,510,45.525,439,27.375,330,26.275000000000002,21,,217,20.8,363,24.875,517,34.4,243,19.75,60,3.8,1097,79.55,303,23.3,934,59.949999999999996,180,14.933333333333332,124,12.05,134,12.1,25,,105,6.3,1242,88.56666666666666,,,,,,,724.0,58.73333333333333,509.0,41.266666666666666,882.0,73.06666666666666,333.0,29.2,659.0,54.300000000000004,539.0,45.699999999999996,318.0,31.96666666666667,865.0,68.03333333333335,440.0,41.43333333333333,769.0,58.56666666666666,915,72.36666666666666,319,27.633333333333336
13,2015,Race/Ethnicity,RACE06,547,26.72,713,34.63846153846154,701,40.53333333333333,37,,435,22.900000000000002,614,28.308333333333334,725,32.169230769230765,326,11.05,159,,1774,79.23125,485,21.933333333333334,1609,70.8625,260,20.23333333333333,135,,174,,35,,287,17.599999999999998,1840,85.5375,,,,,,,1310.0,66.15833333333333,617.0,35.13636363636363,1498.0,82.52,342.0,19.65,994.0,55.57000000000001,849.0,44.43,403.0,22.549999999999997,1405.0,76.92999999999999,604.0,32.67272727272727,1312.0,68.40833333333333,1439,74.65833333333335,528,27.714285714285715
14,2015,Race/Ethnicity,RACE07,2503,30.520000000000003,2585,33.4195652173913,2397,35.165217391304346,139,1.7,1233,19.0,2433,32.635555555555555,2530,29.602325581395352,1312,17.095,614,7.6,6196,78.36530612244898,1926,23.09722222222222,5517,64.9795918367347,1069,15.952941176470588,675,12.4,713,12.525,60,,1258,18.944000000000003,6626,82.01875,,,,,,,4348.0,57.64166666666667,3119.0,42.358333333333334,5804.0,78.80833333333334,1529.0,23.875862068965517,3889.0,52.583333333333336,3344.0,47.416666666666664,1594.0,25.020689655172415,5556.0,77.1936170212766,2437.0,35.94347826086957,4952.0,64.51666666666667,5616,75.67291666666667,1897,25.78857142857143
15,2015,Race/Ethnicity,RACE08,10208,30.666666666666668,12062,38.50816326530612,8790,30.094,455,1.9,5218,17.28409090909091,7623,26.02549019607843,12603,36.226,8030,20.06923076923077,2229,5.371428571428571,25444,78.71960784313725,10259,23.85609756097561,24225,62.82156862745098,4817,15.871794871794872,3032,11.01142857142857,2350,9.662068965517241,889,4.725,3998,12.049999999999999,30257,89.19,,,,,,,19044.0,60.852,12487.0,39.148,24180.0,77.268,6829.0,23.645238095238096,13493.0,45.922,17464.0,54.078,5003.0,19.402272727272727,25634.0,80.858,7654.0,30.57,23714.0,69.43,21005,69.768,10828,31.23913043478261
16,2015,Education Attained,EDUCA1,10838,33.35471698113207,10671,34.87924528301887,8272,29.477358490566036,685,2.7625,2654,11.061538461538463,4871,17.484615384615385,11461,35.2811320754717,9914,25.31320754716981,5089,11.184313725490195,18986,63.66226415094339,15003,36.33773584905661,24421,66.41509433962264,3356,11.946153846153846,2193,8.773913043478261,2583,10.959183673469388,838,4.571428571428571,7104,20.450943396226418,25542,79.5490566037736,,,,,,,15544.0,52.85660377358491,13727.0,47.14339622641509,18674.0,66.9679245283019,9473.0,33.032075471698114,10371.0,39.443396226415096,18288.0,60.556603773584904,2616.0,12.792,25577.0,87.50377358490566,4764.0,20.660377358490567,24857.0,79.33962264150944,16741,59.36037735849057,13556,40.63962264150943
17,2015,Education Attained,EDUCA2,37193,31.747169811320752,40518,34.98867924528302,33060,31.36603773584906,2088,2.0395348837209304,15026,15.730188679245284,34411,29.22830188679245,43843,35.428301886792454,21307,14.664150943396228,8259,4.939622641509434,93280,80.38301886792453,29566,19.616981132075473,90559,69.21132075471698,13109,12.605660377358491,7626,8.207692307692309,8539,8.919230769230769,1253,1.643478260869565,14653,11.59811320754717,103711,88.40188679245283,,,,,,,60841.0,54.36415094339623,47254.0,45.63584905660377,76223.0,72.35094339622641,29361.0,27.649056603773587,48487.0,47.27358490566038,57250.0,52.72641509433962,14423.0,16.854716981132075,89934.0,83.14528301886791,22686.0,25.543396226415094,85804.0,74.45660377358492,71676,68.2,38744,31.8
18,2015,Education Attained,EDUCA3,35446,30.58301886792453,39616,35.10566037735849,33944,32.577358490566034,1822,1.8138888888888889,18744,18.260377358490565,40756,35.60566037735849,38961,31.3,15676,11.115094339622642,6107,3.717647058823529,98461,85.16603773584906,21783,14.833962264150944,88159,69.88679245283019,14116,13.567924528301887,8206,8.430769230769231,7683,7.5307692307692315,879,1.0466666666666666,12299,9.867924528301886,104599,90.13207547169812,,,,,,,67234.0,58.70566037735849,42507.0,41.29433962264151,86231.0,78.81132075471699,21710.0,21.18867924528302,55919.0,52.264150943396224,51098.0,47.735849056603776,19969.0,21.173584905660377,85924.0,78.82641509433962,29910.0,31.345283018867924,79517.0,68.65471698113207,81150,75.48301886792453,29855,24.516981132075472
19,2015,Education Attained,EDUCA4,36242,23.354716981132075,55865,37.19056603773585,55799,38.02264150943396,2101,1.54,39306,26.164150943396226,64584,40.95471698113207,42106,25.13396226415094,11780,6.139622641509433,3592,1.6431372549019607,145996,92.24905660377358,15372,7.750943396226416,121049,71.64339622641509,19787,13.69433962264151,10440,8.034615384615385,8044,6.018867924528302,843,0.8461538461538461,7819,4.482692307692307,149611,95.55471698113207,,,,,,,103486.0,66.54905660377358,46030.0,33.450943396226414,127631.0,85.74150943396226,19970.0,14.258490566037736,89853.0,59.694339622641515,56002.0,40.305660377358485,37542.0,26.577358490566034,107071.0,73.42264150943396,51947.0,36.99433962264151,96769.0,63.005660377358495,125632,84.5056603773585,24864,15.49433962264151
20,2015,Household Income,INCOME1,12952,34.966037735849056,11064,29.939622641509434,10477,32.403773584905665,983,3.4066666666666667,3194,11.636,6048,18.169811320754718,11744,31.80943396226415,10606,24.733962264150946,6250,13.923529411764706,20986,61.530188679245285,16856,38.469811320754715,27381,66.54528301886792,3841,12.688461538461537,2518,9.272727272727273,3004,10.287234042553191,569,2.9857142857142853,9870,26.137735849056604,27127,73.86226415094339,,,,,,,18072.0,51.816981132075476,16015.0,48.183018867924524,22547.0,67.2811320754717,10748.0,32.7188679245283,13265.0,42.00188679245283,20080.0,57.99811320754717,3910.0,14.346153846153847,28961.0,85.69811320754717,6732.0,23.045283018867927,27437.0,76.95471698113208,20847,62.70943396226415,13990,37.29056603773585
21,2015,Household Income,INCOME2,18893,33.24339622641509,18871,33.52264150943396,16603,31.09433962264151,1132,2.1625,6337,13.00943396226415,13643,23.730188679245284,20870,35.698113207547166,12773,20.09245283018868,5372,7.568627450980392,40850,72.4377358490566,18145,27.562264150943395,42656,66.98301886792453,6353,12.890384615384615,4114,8.817307692307692,4456,10.036538461538461,730,2.6818181818181817,9351,16.515384615384615,48290,83.61320754716981,,,,,,,31212.0,55.60377358490566,22202.0,44.39622641509434,37964.0,71.69622641509434,14327.0,28.30377358490566,23380.0,45.1,28848.0,54.9,7287.0,15.950943396226414,44270.0,84.0490566037736,11661.0,24.99056603773585,41578.0,75.00943396226415,34576,65.80188679245283,19552,34.198113207547166
22,2015,Household Income,INCOME3,12068,31.883018867924527,13201,35.241509433962264,11268,31.260377358490565,598,1.8800000000000001,4832,14.128846153846155,11749,29.452830188679247,14049,35.95471698113207,6424,15.741509433962264,2087,4.913636363636363,30630,79.58490566037736,8511,20.41509433962264,28508,67.66792452830188,4343,12.85576923076923,2686,9.426530612244898,2803,9.452083333333333,392,2.2199999999999998,4061,11.037254901960784,34324,89.16415094339622,,,,,,,21860.0,57.56792452830189,14140.0,42.43207547169811,27084.0,75.25283018867924,8325.0,24.747169811320752,17317.0,47.798113207547175,17966.0,52.201886792452825,5718.0,17.843396226415095,29182.0,82.1566037735849,8719.0,27.062264150943395,27198.0,72.9377358490566,24992,69.3,11434,30.7
23,2015,Household Income,INCOME4,15680,30.828301886792456,18279,36.60188679245283,14777,31.164150943396226,650,1.6125,7896,17.003773584905662,18083,34.01698113207547,17987,34.85094339622641,6192,11.217307692307692,1805,3.2725,43966,85.87924528301888,7997,14.26923076923077,38332,69.8811320754717,5925,12.954716981132076,3407,8.299999999999999,3472,8.579591836734693,421,1.625,3840,8.113725490196078,47296,92.02264150943395,,,,,,,30017.0,58.64150943396226,18332.0,41.35849056603774,37957.0,77.81132075471699,9681.0,22.18867924528302,24985.0,50.94150943396227,22352.0,49.05849056603773,8537.0,19.79245283018868,38346.0,80.20754716981132,12637.0,29.46981132075472,35434.0,70.53018867924528,35438,73.12075471698114,13250,26.879245283018868
24,2015,Household Income,INCOME5,44788,27.51132075471698,64134,38.24905660377359,54925,33.10377358490566,1749,1.2314285714285715,41091,24.09433962264151,71858,41.16981132075472,46365,27.00566037735849,11239,6.318867924528301,2696,1.4081632653061225,159314,92.28490566037736,13935,7.715094339622641,128892,71.25849056603774,21828,13.447169811320755,11577,8.120754716981132,9025,6.565384615384615,921,0.9647058823529411,6860,4.552830188679246,164007,95.44716981132075,,,,,,,107111.0,62.133962264150945,56129.0,37.866037735849055,137612.0,83.25471698113208,23999.0,16.745283018867923,96249.0,57.152830188679246,63761.0,42.847169811320754,39259.0,24.60188679245283,119604.0,75.39811320754717,54044.0,34.72452830188679,107959.0,65.27547169811321,134277,81.20754716981132,29422,18.79245283018868
25,2016,Gender,SEX1,62025,29.78333333333333,85762,40.85,51885,28.08888888888889,2013,1.3170731707317074,36837,18.744444444444444,68052,32.37407407407407,66927,31.96851851851852,27485,12.481481481481481,10685,4.475471698113208,171816,83.07222222222221,38170,16.927777777777777,149379,66.30555555555556,24006,13.088888888888889,15462,8.97037037037037,16826,10.11111111111111,2281,1.6837209302325582,18521,9.666666666666666,184805,90.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,162743,78.3351851851852,47468,21.664814814814818
26,2016,Gender,SEX2,73733,29.82037037037037,75507,29.544444444444448,90209,38.16851851851852,5514,2.5098039215686274,46291,17.946296296296296,89832,32.30555555555556,84627,31.34444444444444,38777,13.553703703703704,15387,4.874074074074074,220750,81.58333333333333,54164,18.416666666666668,215581,74.89074074074074,29043,12.540740740740741,13920,6.529629629629629,11834,5.312962962962962,1687,0.9666666666666667,29644,11.85925925925926,236377,88.14074074074075,,,,,,,,,,,,,,,,,,,,,,,,,,,198860,73.89999999999999,76378,26.1
27,2016,Age Group,AGE01,4250,17.516981132075472,6360,25.937037037037037,12573,51.9425925925926,1108,5.303703703703703,6780,24.900000000000002,10032,37.12830188679245,7585,29.52777777777778,1956,8.060869565217391,237,,24397,91.03148148148148,2193,9.03191489361702,15704,61.37777777777778,4724,17.616981132075473,3302,12.511764705882353,1863,8.253488372093022,364,2.44,2943,12.66530612244898,22547,87.48518518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,22528,84.5851851851852,4072,15.414814814814815
28,2016,Age Group,AGE02,12054,28.0,14436,33.64259259259259,16312,36.3962962962963,848,2.1555555555555554,11271,22.814814814814813,17499,35.15185185185185,14567,30.50740740740741,4245,9.633333333333335,861,1.9666666666666666,43337,88.47592592592592,5106,11.524074074074074,27713,57.59444444444444,7779,16.47037037037037,5499,11.335849056603772,5879,12.905555555555555,762,2.2823529411764705,4627,10.375,41954,89.7537037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,39949,81.43703703703704,8520,18.562962962962963
29,2016,Age Group,AGE03,16919,33.87777777777778,17281,35.224074074074075,15169,29.705555555555552,631,1.5,11431,20.0,18780,33.279629629629625,17007,32.262962962962966,5882,11.341509433962264,1660,3.484848484848485,47218,85.54074074074073,7542,14.554716981132074,35093,63.7037037037037,8147,15.064150943396227,5100,9.507547169811321,5055,10.20754716981132,755,2.276923076923077,5446,10.42156862745098,47395,89.75185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,43731,78.34074074074073,11093,21.659259259259258
30,2016,Age Group,AGE04,24953,35.52407407407407,25161,37.035185185185185,19339,26.21851851851852,818,1.4142857142857144,14163,17.727777777777778,25028,31.38703703703704,23606,31.803703703703704,9989,13.492592592592594,4234,5.6461538461538465,62797,80.91851851851852,14223,19.081481481481482,54806,70.7074074074074,10030,13.244444444444445,5484,7.401851851851852,5421,7.722641509433963,669,1.56,8809,11.875,65587,88.28703703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,58700,75.10925925925926,18392,24.89074074074074
31,2016,Age Group,AGE05,33465,34.03703703703704,36199,37.548148148148144,27282,27.325925925925926,1259,1.2100000000000002,17014,14.822222222222221,33828,29.933333333333334,32700,31.5962962962963,16018,16.183333333333334,7389,7.611538461538462,83542,76.3648148148148,23407,23.635185185185183,82804,77.40555555555555,11184,10.516666666666666,5647,5.407407407407407,5955,5.996296296296297,665,0.8545454545454546,11523,11.725925925925926,92261,88.27407407407408,,,,,,,,,,,,,,,,,,,,,,,,,,,78774,72.27777777777777,28305,27.72222222222222
32,2016,Age Group,AGE09,44124,27.857407407407408,61845,39.16481481481482,51435,31.21851851851852,2866,1.7456521739130435,22485,12.392592592592594,52729,28.98888888888889,56105,33.459259259259255,28182,17.62037037037037,11701,7.535185185185185,131319,74.83888888888889,39883,25.16111111111111,148877,87.47777777777777,11191,6.533962264150944,4358,2.6884615384615387,4492,2.8833333333333333,755,0.5461538461538462,14827,9.344444444444443,151479,90.65555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,117967,68.27222222222223,53478,31.727777777777778
33,2016,Race/Ethnicity,RACE01,101547,28.28490566037736,126649,35.869811320754714,113293,34.05849056603773,5717,1.8142857142857145,66170,19.724528301886796,130898,35.89056603773585,112382,29.184905660377357,45845,11.05294117647059,19282,4.549019607843137,309450,84.79811320754717,65127,15.436538461538463,282705,70.69622641509434,40315,12.640384615384615,22474,7.923076923076923,22910,8.009803921568627,2430,0.9256410256410257,34630,10.084313725490196,329110,90.16037735849056,,,,,,,,,,,,,,,,,,,,,,,,,,,284103,78.68301886792453,90816,21.316981132075473
34,2016,Race/Ethnicity,RACE02,15223,37.548780487804876,12182,33.87073170731708,8382,27.29285714285714,492,1.6714285714285713,5488,17.28333333333333,10065,26.858139534883723,14493,35.54761904761905,7381,15.946153846153846,2465,5.170967741935484,30046,79.52790697674419,9846,20.866666666666667,33258,77.5860465116279,3425,11.077142857142857,1584,5.857142857142857,1138,4.778260869565218,156,,4779,12.694871794871796,33367,87.50697674418605,,,,,,,,,,,,,,,,,,,,,,,,,,,27330,71.61162790697675,12625,28.978048780487804
35,2016,Race/Ethnicity,RACE03,2585,39.27878787878788,2274,32.82941176470588,1754,28.159259259259258,123,,976,15.317647058823528,1619,24.485185185185188,2558,35.31142857142857,1422,18.900000000000002,753,7.590000000000001,5153,72.11351351351351,2175,28.58823529411765,5188,65.54864864864865,883,15.326666666666666,540,10.4,561,10.9,78,,1243,21.407692307692308,5751,79.59722222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,5126,72.60810810810811,2208,28.560606060606062
36,2016,Race/Ethnicity,RACE04,1085,11.266666666666667,3126,31.48125,4962,55.04571428571428,398,4.68,2318,25.35135135135135,3367,32.8972972972973,3805,34.075675675675676,869,9.336363636363636,252,3.5,9490,91.78421052631579,1121,11.758333333333333,7453,66.47837837837838,1507,18.56551724137931,793,8.346153846153847,512,5.542857142857143,213,1.1,544,8.933333333333334,9485,94.2081081081081,,,,,,,,,,,,,,,,,,,,,,,,,,,8381,79.63947368421053,2230,20.875757575757575
37,2016,Race/Ethnicity,RACE05,524,44.849999999999994,442,33.25,341,29.8,23,,208,10.65,337,25.65,567,38.65,254,20.95,72,5.6,1112,79.0,326,26.1,952,72.85000000000001,210,18.15,130,11.8,116,7.05,20,,153,11.850000000000001,1238,89.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,77.425,378,32.0
38,2016,Race/Ethnicity,RACE06,649,29.458333333333332,805,38.90769230769231,720,34.25,34,,461,22.766666666666666,678,28.973333333333333,804,34.31875,355,17.740000000000002,182,,1943,79.49473684210527,537,23.6,1788,69.38421052631578,282,17.325,149,15.0,195,,27,,342,20.26666666666667,2032,87.95294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,73.3,676,28.79375
39,2016,Race/Ethnicity,RACE07,3049,32.57872340425532,2877,31.608333333333334,2730,34.029545454545456,174,1.6,1439,17.788,2590,29.961702127659574,2975,31.522222222222222,1621,17.103571428571428,792,8.541666666666666,7004,76.39999999999999,2413,24.382926829268293,6594,64.2795918367347,1131,16.241176470588236,712,9.25,789,13.98,72,,1530,19.73333333333333,7609,82.06122448979592,,,,,,,,,,,,,,,,,,,,,,,,,,,7139,76.45510204081633,2285,23.99318181818182
40,2016,Race/Ethnicity,RACE08,11103,31.29423076923077,12927,35.77169811320755,9928,31.09807692307692,569,1.9222222222222223,6084,17.942,8342,24.12264150943396,13986,36.96730769230769,8525,19.860526315789475,2284,5.061904761904762,28412,78.38301886792453,10809,23.672727272727272,27059,62.681132075471695,5302,16.595348837209304,3008,10.081818181818182,2444,8.734375,974,4.338888888888889,4954,13.194736842105263,32631,86.48867924528301,,,,,,,,,,,,,,,,,,,,,,,,,,,26687,72.08301886792454,12642,28.86530612244898
